NO,TANGGAL,JUDUL KONTEN,JENIS KONTEN,KATEGORI DALAM AGSET BUMN,JENIS MEDIA PLAN,AKTUALISASI,MEDIA,Jenis Konten,HIGHLIGHT/CAPTIONS,LINK,CREATOR,PROCESS,KETERANGAN/JENIS KONTEN
,01 November 2024,Autentikasi di ASABRI STAR,Campaign ASABRI,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Sudahkan Sobat melakukan Autentikasi di ASABRI STAR?

Untuk keamanan Gaji Pensiun, pastikan Sobat ASABRI telah melakukan Autentikasi digital di ASABRI STAR mulai tanggal 1 sampai dengan tanggal 10 setiap bulannya agar Gaji Pensiun dapat masuk ke rekening.

Apabila terdapat kendala atau membutuhkan informasi lebih lanjut, silakan Sobat ASABRI dapat mengunjungi Kantor Cabang ASABRI, Mitra Bayar ASABRI atau menghubungi Call Center 1500043 dan media sosial ASABRI.

#DenganASABRISTARGajiPensiunAman
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/17xsrLpg4S/,,Approve Sesper,
,04 November 2024,"Selamat dan Semangat Hari Senin
",Senin Semangat,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Selamat dan Semangat Hari Senin

Jika kita memiliki keinginan yang kuat dari dalam hati, maka seluruh alam semesta akan bahu membahu mewujudkannya. -Ir. Soekarno

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/17XS8BCX9G/,,Approve Sesper,
,10 November 2024,"Selamat Memperingati Hari Pahlawan 2024
",Hari Besar Nasional,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Selamat Memperingati Hari Pahlawan 2024
10 November 2024

Pengorbanan pahlawan adalah cahaya yang tak pernah padam, 
menerangi perjalanan bangsa ini menuju masa depan

Teladani Pahlawanmu, Cintai Negerimu

#HariPahlawan
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/17aZJVz4Vh/,,Approve Sesper,
,11 November 2024,"Selamat dan semangat menyambut hari Senin!
",Senin Semangat,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Selamat dan semangat menyambut hari Senin!

Masih dalam semangat Hari Pahlawan,  mari kita renungkan pesan penuh semangat dari Bapak Proklamator kita, Ir. Soekarno. Dalam kutipannya, beliau menekankan betapa besar dampak yang bisa dihasilkan oleh sekelompok pemuda yang penuh semangat, visi, dan dedikasi. 

Pemuda adalah penggerak bangsa, mereka yang mampu membawa perubahan besar dengan energi dan keinginan kuat untuk membangun masa depan. Ketika kita percaya pada potensi diri dan bersatu dengan tujuan yang sama, tidak ada yang tidak mungkin untuk dicapai.

""Berikan aku 10 pemuda, niscaya akan kuguncangkan dunia.""
-Ir. Soekarno

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1YPouEoZyk/,,Approve Sesper,
,12 November 2024,Informasi ASABRI Link di Wilayah di Surabaya  ,ASABRI Link,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sebagai salah satu bentuk Layanan ASABRI Untuk Indonesia, ASABRI telah menghadirkan ASABRI Link di wilayah Surabaya dan sekitarnya loh..

Bagi #SobatASABRI yang berdomisili di wilayah Surabaya dan sekitarnya, Sobat dapat mengunjungi Kantor Cabang ASABRI Surabaya dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya.

Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Surabaya, Sobat bisa mengunjungi @asabri_kcsurabaya ya.

ASABRI Link, lebih dekat melayani Peserta

#LayananASABRI
#ASABRILink
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia",https://www.facebook.com/share/v/1BTzoRnQZu/,,Approve Sesper,
,13 November 2024,Kartu Peserta ASABRI udah bisa diakses langsung di ASABRI Mobile lho!!,Sekilas,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Kali ini ASABRI hadir dengan #SEKILAS informasi loh🤩
#SegmenEdukasidanKolaborasiInfluencerASABRI

Sekarang #SobatASABRI gak perlu khawatir. Kartu Peserta ASABRI udah bisa diakses langsung di ASABRI Mobile lho!!

Untuk informasi lebih lanjut, #SobatASABRI dapat mengunjungi Website ASABRI www.asabri.co.id, Kanal Sosial Media ASABRI, Akun resmi contact center ASABRI, dan Kantor Cabang sesuai wilayah masing-masing ya Sobat..

@erickthohir
@arya.m.sinulingga 
@kementerianbumn

#LayananASABRI
#DenganASABRISTARGajiPensiunAman
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1BRDKuupzH/,,Approve Sesper,
,13 November 2024,"Direktur Utama PT ASABRI (Persero), Bapak Jeffry Haryadi P. Manullang, hadir dalam upacara Wisuda Purna Wira Perwira Tinggi (Pati)",Campaign ASABRI,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Di tengah suasana yang penuh haru dan rasa bangga, Direktur Utama PT ASABRI (Persero), Bapak Jeffry Haryadi P. Manullang, hadir dalam upacara Wisuda Purna Wira Perwira Tinggi (Pati) TNI Angkatan Darat, yang dilaksanakan bertepatan dengan Hari Ulang Tahun Ke-67 Akademi Militer di Magelang, Jawa Tengah. 

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini atau #SobatASABRI dapat mengunjungi website resmi ASABRI di www.asabri.co.id ya..

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNUntukIndonesia",https://www.facebook.com/share/p/1FC7vrqpM5/,,Approve Sesper,
,14 November 2024,"Keterbukaan informasi publik dengan melaksanakan Uji Publik Keterbukaan Informasi yang digelar di Jakarta, 13 November 2024. ",Campaign ASABRI,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

PT ASABRI (Persero) menegaskan komitmennya untuk terus meningkatkan keterbukaan informasi publik dengan melaksanakan Uji Publik Keterbukaan Informasi yang digelar di Jakarta, 13 November 2024. Dalam momen penting ini, Direktur Utama PT ASABRI (Persero), Bapak Jeffry Haryadi P. Manullang hadir langsung mengikuti rangkaian proses Uji Publik bersama dengan Badan Publik lainnya. Dengan semangat slogan ASABRI “Sahabat Perjuangan Anda Sepanjang Masa,” ASABRI menegaskan kembali posisinya sebagai perusahan yang terus meningkatkan kualitas dan kepercayaan bagi seluruh pesertanya.

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini atau #SobatASABRI dapat mengunjungi website resmi ASABRI di www.asabri.co.id ya..

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNUntukIndonesia",https://www.facebook.com/share/r/1cLCNDuYbK/,,Approve Sesper,
,14 November 2024,"Perkuat Kapasitas Human Capital
Melalui Teknologi yang Adaptif dan Inovatif",Campaign ASABRI,,,Realisasi,Facebook,Infografis,"Halo Sobat ASABRI

Dalam rangka mewujudkan visi meningkatkan kualitas SDM yang lebih adaptif dan berdaya saing di era digital, bersama Forum Human Capital Indonesia (FHCI), PT ASABRI (Persero) menggelar Forum Benchmark bertajuk ""Technology Adoption in HR Transformation"". Acara ini diinisiasi untuk memperkuat kapasitas human capital di lingkungan BUMN, sekaligus mendukung penerapan teknologi yang mendorong efektivitas dan produktivitas.

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini atau #SobatASABRI dapat mengunjungi website resmi ASABRI di www.asabri.co.id ya..

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNUntukIndonesia",https://www.facebook.com/share/p/1Q4u8UMiQS/,,Approve Sesper,
,18 November 2024,"Dukung Semangat Juang
Atlet Disabilitas Tanah Air",Campaign ASABRI,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

PT ASABRI (Persero) melalui Direktur SDM dan Hukum bersama Kadiv Layanan menghadiri pembukaan Turnamen Menembak yang digelar oleh Pusat Rehabilitasi Kementerian Pertahanan (Pusrehab Kemhan) untuk atlet penyandang disabilitas.

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini atau #SobatASABRI dapat mengunjungi website resmi ASABRI di www.asabri.co.id

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/1aB7c6ovVy/,,Approve Sesper,
,18 November 2024,Selamat dan Semangat Hari Senin,Senin Semangat,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Selamat dan Semangat Hari Senin

""Jangan kita mudah menyerah pada keadaan. Bangkit! Karena kita adalah bangsa pejuang!"" 
-Bung Tomo

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/r/1Exn9MmHFp/,,Approve Sesper,
,21 November 2024,BERSERI: Perpindahan Mitra Kerja Pembayaran,Berseri,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sekarang memasuki waktunya BERSERI nih... #BertanyaSeputarASABRI 😊

Tahukah kamu bagaimana cara mengajukan perpindahan mitra kerja pembayaran?

Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya…

Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau mengunjungi Kantor Cabang dan ASABRIlink sesuai wilayah masing-masing ya Sobat…

#BertanyaSeputarASABRI
#ManfaatProgramASABRI
#LayananASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1FcdAEso5D/,,Approve Sesper,
,22 November 2024,"Direksi ASABRI Mengajar
Membangun SDM Unggul Untuk Indonesia Emas 2045",Campaign ASABRI,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

PT ASABRI (Persero) kembali menegaskan komitmennya untuk berkontribusi dalam pembangunan bangsa melalui program unggulan bertajuk Direksi ASABRI Mengajar. 

Program Direksi ASABRI Mengajar bukan sekadar transfer ilmu, tetapi sebuah upaya membangun warisan yang bernilai bagi bangsa. Melalui program ini, ASABRI berharap dapat menciptakan dampak positif yang meluas, baik bagi dunia pendidikan maupun sektor profesional di Indonesia.

Untuk informasi selengkapnya silakan cek postingan berikut ya Sobat ASABRI.

ASABRI
Sahabat Perjuangan Anda Sepanjang Masa

#DireksiASABRIMengajar
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/asabriofficial/posts/pfbid02BKhskePPBCQQLNHaPS9jvxBWHhXqAWB22xAsnbTZPvyEJoWXyQFJrmfn38iZXJE2l,,Approve Sesper,
,23 November 2024,Direksi ASABRI Mengajar Bersama Universitas Pertahanan,Campaign ASABRI,,,Realisasi,Facebook,Video,"Halo Sobat ASABRI

Inilah sorotan berbagai momen dalam program Direksi ASABRI Mengajar. Melalui program ini, ASABRI berkomitmen membangun SDM yang berkualitas dan hebat dalam perannya untuk menjaga Ekonomi Pertahanan Negara. 

Seperti apa keseruannya, cek video berikut ya Sobat ASABRI.

ASABRI
Sahabat Perjuangan Anda Sepanjang Masa

#DireksiASABRIMengajar
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1BhQb3Bdps/,,Approve Sesper,
,25 November 2024,"Selamat dan Semangat Hari Senin
",Senin Semangat,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Selamat dan Semangat Hari Senin

Sambut hari dengan hangat tanpa rasa cemas, merajut mimpi penuh semangat untuk masa depan emas 

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/reel/8466886420105283/,,Approve Sesper,
,26 November 2024,ASABRI telah menghadirkan ASABRI Link di wilayah Madiun dan sekitarnya loh..,ASABRI Link,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sebagai salah satu bentuk Layanan ASABRI Untuk Indonesia, ASABRI telah menghadirkan ASABRI Link di wilayah Madiun dan sekitarnya loh..

Bagi #SobatASABRI yang berdomisili di wilayah Madiun dan sekitarnya, Sobat dapat mengunjungi Kantor Cabang ASABRI Madiun dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya.

Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Madiun, Sobat bisa mengunjungi @asabri_kcmadiun ya.

ASABRI Link, lebih dekat melayani Peserta

#LayananASABRI
#ASABRILink
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia",https://www.facebook.com/share/v/1MjjKnJ1rb/,,Approve Sesper,
,26 November 2024,Pemberitahuan Penutupan Layanan Kantor Cabang Sehubungan dengan Libur Nasional dalam rangka Pemilihan Kepala Daerah Tahun 2024,Campaign ASABRI,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Sehubungan dengan Libur Nasional dalam rangka Pemilihan Kepala Daerah Tahun 2024, Layanan Kantor Cabang ASABRI Tutup pada Rabu, 27 November 2024.

Layanan Kantor Cabang ASABRI akan melayani kembali pada Kamis 28 November 2024.

#LayananASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/1HEm8vMoMr/,,Approve Sesper,
,28 November 2024,Tahukah kamu berapa usia maksimal penerima tunjangan anak?,Berseri,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sekarang memasuki waktunya BERSERI nih... #BertanyaSeputarASABRI 😊

Tahukah kamu berapa usia maksimal penerima tunjangan anak?

Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya…

Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau mengunjungi Kantor Cabang dan ASABRIlink sesuai wilayah masing-masing ya Sobat…

#BertanyaSeputarASABRI
#ManfaatProgramASABRI
#LayananASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/19sA1XTdGo/,,Approve Sesper,
,29 November 2024,Dirgahayu ke-53 Korps Pegawai Republik Indonesia,Hari Penting,,,Realisasi,Facebook,Infografis,"Dewan Komisaris, Direksi dan Seluruh Karyawan PT ASABRI (Persero) mengucapkan

Dirgahayu ke-53 Korps Pegawai Republik Indonesia
29 November 2024

Dengan semangat KORPRI untuk Indonesia, bersama-sama menjawab tantangan untuk terus melayani masyarakat, memperkuat profesionalisme, dan menjaga integritas dalam setiap langkah pengabdian.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/asabriofficial/posts/pfbid0RsuCJVPQuTjFvnrdURbXCbx8gqwFL5r6PybW1mYoTFLGSkn7SkQGtDYYQ7n8vva6l,,Approve Sesper,
,02 Desember 2024,Selamat dan Semangat Hari Senin,Senin Semangat,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Selamat dan Semangat Hari Senin

Setiap langkah kecil yang kita ambil akan membawa kita lebih dekat ke tujuan yang besar

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1RZFgCd8aH/,,Approve Sesper,
,02 Desember 2024,Autentikasi di ASABRI STAR,Campaign ASABRI,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

Sudahkan Sobat melakukan Autentikasi di ASABRI STAR?

Untuk keamanan Gaji Pensiun, pastikan Sobat ASABRI telah melakukan Autentikasi digital di ASABRI STAR mulai tanggal 1 sampai dengan tanggal 10 setiap bulannya agar Gaji Pensiun dapat masuk ke rekening.

Apabila terdapat kendala atau membutuhkan informasi lebih lanjut, silakan Sobat ASABRI dapat mengunjungi Kantor Cabang ASABRI, Mitra Bayar ASABRI atau menghubungi Call Center 1500043 dan media sosial ASABRI.

#DenganASABRISTARGajiPensiunAman
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/17v1iRvp4N/,,Approve Sesper,
,03 Desember 2024,Selamat memperingati Hari Disabilitas Internasional.,Hari Penting,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI, Selamat memperingati Hari Disabilitas Internasional. 

Sebuah momentum penting untuk merayakan keberagaman, memperkuat inklusi, dan menghapus diskriminasi.

Dengan semangat Hari Disabilitas Internasional, mari bersama kita belajar menghargai keberagaman, bertumbuh bersama dalam inklusi, dan berkontribusi untuk membangun Indonesia yang ramah dan setara bagi semua.

#HariDisabilitasInternasional
#KitaBerkualitasKitaHebat
#ASABRIUntukIndonesia
#BUMNUntukIndonesia",https://www.facebook.com/share/p/1JrUR93yvu/,,Approve Sesper,
,04 Desember 2024,SEKILAS: Whistleblowing System,Sekilas,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Kali ini #SEKILAS informasi kembali hadir loh🤩
#SegmenEdukasidanKolaborasiInfluencerASABRI

Kalau #SobatASABRI menemukan pelanggaran, jangan ragu dan laporkan ke Whistleblowing System (WBS) ASABRI. Apakah Sobat sudah tahu apa Itu WBS ASABRI?

Untuk informasi lebih lanjut, #SobatASABRI dapat mengunjungi Website ASABRI www.asabri.co.id, Kanal Sosial Media ASABRI, Akun resmi contact center ASABRI, dan Kantor Cabang sesuai wilayah masing-masing ya Sobat..

@erickthohir
@arya.m.sinulingga
@kementerianbumn

#WBSASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/asabriofficial/videos/592591589969008/,,Approve Sesper,
,09 Desember 2024,Selamat dan Semangat Hari Senin,Senin Semangat,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Selamat dan Semangat Hari Senin

Bangunlah, beraksi, dan jadilah luar biasa. Buat tujuan yang besar dengan keyakinan kita akan mencapainya

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/17ScExt8Bv/,,Approve Sesper,
,09 Desember 2024,Selamat Hari Anti Korupsi Sedunia 2024 ,Hari Penting,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI dan #InsanASABRI, 

Tahukah kamu, Tanggal 9 Desember diperingati sebagai Hari Anti Korupsi Sedunia (HAKORDIA)?

Dengan mengusung tema “Teguhkan Komitmen Berantas Korupsi untuk Indonesia Maju”, peringatan Hari Anti Korupsi Sedunia (HAKORDIA) tahun 2024 diharapkan dapat menjadi sarana untuk memperkuat dan meneguhkan komitmen dari seluruh Sobat ASABRI dan Insan ASABRI, dalam upaya menciptakan lingkungan Perusahaan yang bersih dan bebas dari Korupsi, yang tentunya berimplikasi pada kontribusi kita bersama demi terwujudnya tujuan pembangunan nasional.

Mari bersama kita teguhkan komitmen untuk memberantas Korupsi demi terciptanya Perusahaan yang sehat dan berkontribusi untuk Indonesia Maju!

#HAKORDIA
#KitaBerkualitasKitaHebat
#ASABRIUntukIndonesia
#BUMNUntukIndonesia",https://www.facebook.com/share/p/1GjmGTGw5Y/,,Approve Sesper,
,11 Desember 2024,ASABRI telah menghadirkan ASABRI Link di wilayah Cirebon dan sekitarnya loh..,ASABRI Link,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sebagai salah satu bentuk Layanan ASABRI Untuk Indonesia, ASABRI telah menghadirkan ASABRI Link di wilayah Cirebon dan sekitarnya loh..

Bagi #SobatASABRI yang berdomisili di wilayah Cirebon dan sekitarnya, Sobat dapat mengunjungi Kantor Cabang ASABRI Cirebon dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya.

Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Cirebon, Sobat bisa mengunjungi @asabri_kccirebon ya.

ASABRI Link, lebih dekat melayani Peserta

#LayananASABRI
#ASABRILink
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia",https://www.facebook.com/share/v/1A6i7zpmhe/,,Approve Sesper,
,12 Desember 2024,Tahukah kamu apa itu Kartu Peserta ASABRI Elektronik (KPA-e)?,Berseri,,,Realisasi,Facebook,Video,"Halo #SobatASABRI

Sekarang memasuki waktunya BERSERI nih... #BertanyaSeputarASABRI 😊

Tahukah kamu apa itu Kartu Peserta ASABRI Elektronik (KPA-e)?

Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya…

Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau mengunjungi Kantor Cabang dan ASABRIlink sesuai wilayah masing-masing ya Sobat…

#BertanyaSeputarASABRI
#ManfaatProgramASABRI
#LayananASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1Bi55kGTui/,,Approve Sesper,
,13 Desember 2024, ASA untuk Indonesia (Aksi Sehat ASABRI untuk Indonesia).,TJSL,,,Realisasi,Facebook,Infografis,"Halo #SobatASABRI

PT ASABRI (Persero) kembali menunjukkan komitmennya untuk mendukung kesejahteraan peserta melalui kegiatan inspiratif bertajuk ASA untuk Indonesia (Aksi Sehat ASABRI untuk Indonesia). Program yang dilaksanakan dalam rangka memperingati Hari Ibu Tahun 2024 ini merupakan bagian dari inisiatif Tanggung Jawab Sosial dan Lingkungan (TJSL) ini digelar di Sekolah Staf dan Pimpinan Lemdiklat Polri, Bandung.

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini atau #SobatASABRI dapat mengunjungi website resmi ASABRI di www.asabri.co.id ya..

#ProgramTJSLASABRI
#ASAuntukIndonesia
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/p/19k5JnTkVN/,,Approve Sesper,
,13 Desember 2024,ASA untuk Indonesia: Melangkah Bersama Menuju Generasi Sehat! 🌟✨,TJSL,,,Realisasi,Facebook,Video,"Halo #Sobat ASABRI

ASA untuk Indonesia: Melangkah Bersama Menuju Generasi Sehat! 🌟✨ 
Dari edukasi hingga screening HPV, ASABRI hadirkan aksi nyata demi masa depan lebih cerah bagi perempuan Indonesia. Dengan kolaborasi hebat bersama Biofarma, Bank Woori Saudara, dan Paragon, kami buktikan bahwa langkah kecil hari ini adalah fondasi besar untuk Indonesia Emas 2045

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada video ini atau #SobatASABRI dapat mengunjungi website resmi ASABRI di www.asabri.co.id ya..

#ProgramTJSLASABRI
#ASAuntukIndonesia
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.facebook.com/share/v/1Eq3FyPuPT/,,Approve Sesper,
